query	protein	fident	alnlen	mismatch	gapopen	qstart	qend	tstart	tend	evalue	bits	mmseqs2_rank	logFC	se	df	t	pval	adjPval	group1	group2	batch
NbD033829.1	Q56YN8	0.698	1202	362	0	1	1200	1	1202	0	1578	1	-0.8275149046929492	0.1124659599858609	7.763623946156144	-7.357914384023251	9.243732633650412e-5	1.891071309851192e-4	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD033829.1	Q56YN8	0.698	1202	362	0	1	1200	1	1202	0	1578	1	-2.088875048260672	0.10127390982185452	7.763623946156144	-20.62599392020215	4.6348082477884645e-8	2.4770811737168413e-7	Nb_35S_RAPTOR	Nb_35S_GFP	R0563
NbD033829.1	Q56YN8	0.698	1202	362	0	1	1200	1	1202	0	1578	1	-1.2613601435677229	0.10953589049990868	7.763623946156144	-11.515496316422192	3.7366858773502944e-06	7.841950446219407e-6	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD043892.1	Q93ZN9	0.663	461	138	0	1	410	1	461	3.5799999999999994e-199	618	1	1.4431661565718803	0.12152755078407824	8.293340530423567	11.875217983582983	1.713400864139408e-6	5.207806163928487e-6	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD043892.1	Q93ZN9	0.663	461	138	0	1	410	1	461	3.5799999999999994e-199	618	1	-0.3222464166473681	0.13256118391202523	8.293340530423567	-2.4309259101158016	0.04011222606293951	0.05553809298085335	Nb_35S_RAPTOR	Nb_35S_GFP	R0563
NbD043892.1	Q93ZN9	0.663	461	138	0	1	410	1	461	3.5799999999999994e-199	618	1	-1.7654125732192485	0.13256118391202523	8.293340530423567	-13.317718815719628	6.911515963598406e-7	1.731949148926398e-6	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD048751.1	Q9FMH8	0.663	445	149	0	16	460	11	453	5.4759999999999995e-205	638	1	-1.623112117574124	0.07849172365467888	8.329887278992882	-20.678767671289005	1.8764266309892225e-8	1.1133963064090103e-7	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD048751.1	Q9FMH8	0.663	445	149	0	16	460	11	453	5.4759999999999995e-205	638	1	-0.4211495029188653	0.07849172365467887	8.329887278992882	-5.365527514361838	5.88037866199367e-4	0.00107831840452862	Nb_35S_RAPTOR	Nb_35S_GFP	R0563
NbD048751.1	Q9FMH8	0.663	445	149	0	16	460	11	453	5.4759999999999995e-205	638	1	1.2019626146552589	0.07230581988776905	8.329887278992882	16.623317687579085	1.1118744910959009e-7	3.503423995921357e-7	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbE03057278.1	Q0WQH3	0.535	517	229	0	1	493	1	517	4.444999999999999e-161	513	1	-0.16405080614706605	0.05181632378535514	8.688004237908235	-3.1660062729774694	0.01195463463978682	0.01711416455320971	Nb_35S_LST8	Nb_35S_GFP	R0563
NbE03057278.1	Q0WQH3	0.535	517	229	0	1	493	1	517	4.444999999999999e-161	513	1	-0.443071621813506	0.05394514731536365	8.688004237908235	-8.213373099591456	2.2179949283067577e-5	5.199371112106291e-5	Nb_35S_RAPTOR	Nb_35S_GFP	R0563
NbE03057278.1	Q0WQH3	0.535	517	229	0	1	493	1	517	4.444999999999999e-161	513	1	-0.27902081566644	0.05394514731536366	8.688004237908235	-5.172306121165684	6.550063286301116e-4	9.697045315836112e-4	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD004589.1	Q9LZ66	0.771	640	146	0	1	639	1	640	0	1037	1	0.6949329193093239	0.05388251953627358	9.118877439855702	12.89718679249022	3.6660535847912505e-7	1.3492526702510138e-6	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD004589.1	Q9LZ66	0.771	640	146	0	1	639	1	640	0	1037	1	-0.05369122707956801	0.05388251953627359	9.118877439855702	-0.9964498234612656	0.3447366649826388	0.4129446163920724	Nb_35S_RAPTOR	Nb_35S_GFP	R0563
NbD004589.1	Q9LZ66	0.771	640	146	0	1	639	1	640	0	1037	1	-0.7486241463888919	0.0538825195362736	9.118877439855702	-13.89363661595148	1.9163558486512005e-7	5.644217489633199e-7	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD009975.1	Q9CAL3	0.658	644	217	0	10	653	15	649	6.0700000000000006e-276	853	1	-0.2279086681280875	0.13546941405364504	7.451483016349116	-1.6823625444916817	0.1337763674299919	0.16534240931596234	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD009975.1	Q9CAL3	0.658	644	217	0	10	653	15	649	6.0700000000000006e-276	853	1	-0.2094667167865863	0.1356049632445004	7.451483016349116	-1.5446832606628904	0.16375748973879434	0.20815603532089133	Nb_35S_RAPTOR	Nb_35S_GFP	R0563
NbD009975.1	Q9CAL3	0.658	644	217	0	10	653	15	649	6.0700000000000006e-276	853	1	0.01844195134150117	0.1069494868528031	7.451483016349116	0.17243609001026092	0.867685438847035	0.8841091313041168	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD016662.1	O80775	0.661	353	119	0	4	354	1	353	1.6769999999999997e-150	474	1	-0.21146293704107996	0.08704193967906017	8.572920126966487	-2.4294373243609133	0.03929434768046587	0.05195831471924283	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD016662.1	O80775	0.661	353	119	0	4	354	1	353	1.6769999999999997e-150	474	1	-0.11005659149921976	0.08704193967906015	8.572920126966487	-1.2644087655332468	0.23937494356648284	0.29553115442250494	Nb_35S_RAPTOR	Nb_35S_GFP	R0563
NbD016662.1	O80775	0.661	353	119	0	4	354	1	353	1.6769999999999997e-150	474	1	0.1014063455418602	0.08257058249846179	8.572920126966487	1.2281171147575385	0.25205158445290315	0.2817529345347939	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD020521.1	Q8VZN9	0.721	300	80	0	43	342	82	369	3.595e-140	444	1	-0.21790824879167495	0.06801017806681764	7.1268516278336955	-3.204053495898624	0.01462225324404029	0.02065514622016188	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD020521.1	Q8VZN9	0.721	300	80	0	43	342	82	369	3.595e-140	444	1	-3.3171101244549397	0.06136027538650264	7.1268516278336955	-54.05957035819629	1.4004287943605147e-10	3.1601595218195855e-9	Nb_35S_RAPTOR	Nb_35S_GFP	R0563
NbD020521.1	Q8VZN9	0.721	300	80	0	43	342	82	369	3.595e-140	444	1	-3.099201875663265	0.06281198096395409	7.1268516278336955	-49.34093509074015	2.680880184560122e-10	3.119315798076725e-9	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD022059.1	Q96253	0.811	69	13	0	1	69	1	69	1.9089999999999998e-36	129	1	-0.08803121621105515	0.11215375145472448	7.061504683841869	-0.7849154849411579	0.4580228846916341	0.5149587943639208	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD022059.1	Q96253	0.811	69	13	0	1	69	1	69	1.9089999999999998e-36	129	1	2.5305702946053064	0.124215774645744	7.061504683841869	20.372374618460036	1.5580789397075897e-7	6.758734662731564e-7	Nb_35S_RAPTOR	Nb_35S_GFP	R0563
NbD022059.1	Q96253	0.811	69	13	0	1	69	1	69	1.9089999999999998e-36	129	1	2.6186015108163616	0.11394279158930042	7.061504683841869	22.9817215665116	6.72794434958246e-8	2.267002666209233e-7	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD001895.1	F4IT21	0.823	204	36	0	72	275	86	289	5.433999999999999e-105	338	1	1.1005327076634308	0.14420426469305367	7.6304713914842575	7.631762555746685	7.866200545541593e-5	1.6304810643424792e-4	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD001895.1	F4IT21	0.823	204	36	0	72	275	86	289	5.433999999999999e-105	338	1	2.36496384009289	0.1426625711190835	7.6304713914842575	16.577325233531674	2.9340569798352705e-7	1.1412885131498833e-6	Nb_35S_RAPTOR	Nb_35S_GFP	R0563
NbD001895.1	F4IT21	0.823	204	36	0	72	275	86	289	5.433999999999999e-105	338	1	1.264431132429459	0.15326605978631072	7.6304713914842575	8.24990956375062	4.599817924414509e-5	7.901571121216464e-5	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD004085.1	Q9SEH3	0.901	203	20	0	1	203	1	202	1.3709999999999997e-118	374	1	1.1648037571792418	0.06594871843843085	6.226687126663411	17.66226523820463	1.4852345581925609e-6	4.617973560197886e-6	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD004085.1	Q9SEH3	0.901	203	20	0	1	203	1	202	1.3709999999999997e-118	374	1	-0.9595516311363294	0.07289889556085309	6.226687126663411	-13.162773232076388	8.880998268973056e-6	2.287049006672715e-5	Nb_35S_RAPTOR	Nb_35S_GFP	R0563
NbD004085.1	Q9SEH3	0.901	203	20	0	1	203	1	202	1.3709999999999997e-118	374	1	-2.1243553883155712	0.06060581900858566	6.226687126663411	-35.052003637053836	2.1666779022695355e-8	8.988595048598223e-8	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD004730.1	Q9LZF2	0.521	165	72	0	45	209	20	170	8.25e-43	155	1	0.02243991432757023	0.09854494796224562	8.801948274669531	0.2277124783318915	0.8250711088169241	0.8546206817772516	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD004730.1	Q9LZF2	0.521	165	72	0	45	209	20	170	8.25e-43	155	1	1.2974112879361377	0.10141328064066696	8.801948274669531	12.793307540589243	5.494354682724667e-7	1.948315612889985e-6	Nb_35S_RAPTOR	Nb_35S_GFP	R0563
NbD004730.1	Q9LZF2	0.521	165	72	0	45	209	20	170	8.25e-43	155	1	1.2749713736085675	0.10141328064066696	8.801948274669531	12.572035590941145	6.360165505728901e-7	1.6069996225085234e-6	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD006996.1	Q9FH02	0.853	706	102	0	9	714	10	704	0	1174	1	0.44552553325973343	0.06494368397365109	9.118877439855702	6.860182638245341	6.93234090767448e-5	1.451438574296606e-4	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD006996.1	Q9FH02	0.853	706	102	0	9	714	10	704	0	1174	1	0.47212471657698973	0.0649436839736511	9.118877439855702	7.269755697390677	4.401729702512602e-5	9.794287007383616e-5	Nb_35S_RAPTOR	Nb_35S_GFP	R0563
NbD006996.1	Q9FH02	0.853	706	102	0	9	714	10	704	0	1174	1	0.0265991833172563	0.0649436839736511	9.118877439855702	0.40957305914533737	0.6915731592698264	0.7217820312117694	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD013008.1	Q9FJZ9	0.744	333	84	0	1	330	1	333	2.587e-162	507	1	-0.780400711196527	0.07378877956144647	6.213213932095841	-10.57614336264581	3.341494293193178e-5	7.424065888606225e-5	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD013008.1	Q9FJZ9	0.744	333	84	0	1	330	1	333	2.587e-162	507	1	-2.450982069418304	0.07985465877206653	6.213213932095841	-30.693037915474346	5.0735948967877896e-8	2.671426918119427e-7	Nb_35S_RAPTOR	Nb_35S_GFP	R0563
NbD013008.1	Q9FJZ9	0.744	333	84	0	1	330	1	333	2.587e-162	507	1	-1.6705813582217772	0.06377405879508734	6.213213932095841	-26.195311852261565	1.3489450796537454e-7	4.1281415177348865e-7	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD040200.1	O80503	0.556	461	200	0	1	461	1	451	3.6749999999999994e-168	531	1	-0.4106755776191387	0.0690138946581409	7.535229787154764	-5.950621677756529	4.30523706598862e-4	7.764981848654596e-4	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD040200.1	O80503	0.556	461	200	0	1	461	1	451	3.6749999999999994e-168	531	1	-0.4506510377565103	0.07233417437029069	7.535229787154764	-6.2301262394943855	3.2105664840616444e-4	6.109374382788512e-4	Nb_35S_RAPTOR	Nb_35S_GFP	R0563
NbD040200.1	O80503	0.556	461	200	0	1	461	1	451	3.6749999999999994e-168	531	1	-0.03997546013737152	0.06549001491741559	7.535229787154764	-0.6104054211589582	0.5595474268762438	0.5932743007316226	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD044641.1	O24457	0.794	434	88	0	1	434	1	428	2.1349999999999995e-221	683	1	2.1420330163219905	0.08826563500595613	9.118877439855702	24.268029297896593	1.3465701977065035e-9	1.3675513241102537e-8	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD044641.1	O24457	0.794	434	88	0	1	434	1	428	2.1349999999999995e-221	683	1	-0.10740744366551427	0.08826563500595613	9.118877439855702	-1.2168659258868582	0.25421058046049777	0.31246571485488417	Nb_35S_RAPTOR	Nb_35S_GFP	R0563
NbD044641.1	O24457	0.794	434	88	0	1	434	1	428	2.1349999999999995e-221	683	1	-2.249440459987505	0.08826563500595615	9.118877439855702	-25.484895223783447	8.670250035644915e-10	7.043395847138451e-9	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD047411.1	Q9C514	0.795	191	39	0	27	217	1	191	3.208e-97	313	1	-0.1910567256034749	0.05359575333177664	9.118877439855702	-3.5647735823539284	0.00594758603717472	0.00892637366949838	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD047411.1	Q9C514	0.795	191	39	0	27	217	1	191	3.208e-97	313	1	0.7402139439002434	0.05359575333177664	9.118877439855702	13.811055874484264	2.018877867938784e-7	8.430230199953727e-7	Nb_35S_RAPTOR	Nb_35S_GFP	R0563
NbD047411.1	Q9C514	0.795	191	39	0	27	217	1	191	3.208e-97	313	1	0.9312706695037184	0.05359575333177664	9.118877439855702	17.375829456838193	2.6689243557080424e-8	1.062802333750471e-7	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD049915.1	Q9XGX9	0.817	93	17	0	1	93	1	93	2.899e-46	159	1	0.2230617323392332	0.08596782049678729	8.544063326697849	2.5947119637349565	0.03021316841571024	0.040587022393684113	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD049915.1	Q9XGX9	0.817	93	17	0	1	93	1	93	2.899e-46	159	1	0.08338194257199359	0.0815685558997123	8.544063326697849	1.022231442646978	0.3347411012710651	0.4019412094810854	Nb_35S_RAPTOR	Nb_35S_GFP	R0563
NbD049915.1	Q9XGX9	0.817	93	17	0	1	93	1	93	2.899e-46	159	1	-0.1396797897672396	0.08608159116155573	8.544063326697849	-1.6226441435671437	0.14091367708855268	0.1621015214293649	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD050339.1	Q9SKU1	0.567	312	129	0	1	312	1	298	3.1529999999999997e-87	289	1	1.250477605548233	0.07495410206356738	8.84025466764194	16.683244427205903	5.4976566163511105e-8	2.729281084650751e-7	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD050339.1	Q9SKU1	0.567	312	129	0	1	312	1	298	3.1529999999999997e-87	289	1	-0.00288518584547339	0.07310624629258007	8.84025466764194	-0.03946565432899581	0.9693960154403723	0.9774907237615852	Nb_35S_RAPTOR	Nb_35S_GFP	R0563
NbD050339.1	Q9SKU1	0.567	312	129	0	1	312	1	298	3.1529999999999997e-87	289	1	-1.2533627913937064	0.0749541020635674	8.84025466764194	-16.721737128286176	5.389846465345905e-8	1.884337559246127e-7	Nb_35S_RAPTOR	Nb_35S_LST8	R0563
NbD019642.1	Q04836	0.52	329	144	0	14	315	1	329	1.193e-89	296	1	0.500195413895811	0.06363726247532125	8.382396445961692	7.860102626032797	3.819682033033049e-5	8.394657807964418e-5	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD019642.1	Q04836	0.52	329	144	0	14	315	1	329	1.193e-89	296	1	0.1623888809399212	0.06663430830634991	8.382396445961692	2.437016081765891	0.03943053909622957	0.05466200703752829	Nb_35S_RAPTOR	Nb_35S_GFP	R0563
